TotalBill,Nights,Age,Gender,Spa
907,4,53,M,0
1400,2,56,M,0
1417,4,53,M,0
192,0,35,F,0
974,4,40,M,0
318,2,55,M,0
1286,3,54,F,0
3338,10,63,M,1
609,2,61,M,1
655,4,29,M,0
425,0,62,F,1
570,4,24,M,0
177,0,30,M,0
,2,68,F,1
666,4,49,M,0
392,0,50,M,1
712,4,31,M,0
1139,4,49,M,0
371,0,55,F,1
613,2,43,F,0
1936,6,46,F,0
446,0,24,M,0
917,4,47,M,0
170,0,66,F,0
1475,7,56,M,0
665,3,54,M,0
923,4,49,F,0
847,4,33,M,0
374,0,58,M,1
2499,6,47,F,0
2183,4,38,F,1
508,0,26,M,1
699,2,28,M,0
1033,2,43,M,0
383,2,62,F,0
887,3,32,F,0
701,2,47,M,0
834,3,55,M,0
901,3,53,M,0
711,2,42,M,0
1217,10,72,F,0
439,4,43,F,0
762,2,46,M,0
555,0,49,F,1
829,3,38,M,0
371,0,55,M,1
1163,4,37,M,0
799,4,45,M,0
911,3,29,M,0
358,1,42,M,0
1396,5,61,F,0
830,4,58,F,0
584,3,32,F,0
609,3,62,F,0
258,0,31,F,0
386,1,49,M,0
633,0,29,M,0
459,2,75,F,1
395,3,54,F,0
1290,4,39,M,0
815,3,22,M,0
1026,4,40,M,0
527,2,57,M,0
465,1,32,M,0
711,2,49,M,0
502,1,47,M,1
991,2,51,F,1
741,3,40,M,0
898,2,43,M,0
1324,8,59,M,0
423,2,23,F,0
,4,44,M,0
290,0,35,M,0
504,0,46,F,1
473,1,49,M,1
1057,1,34,M,0
733,4,50,F,0
826,3,36,M,0
747,2,14,M,0
780,4,24,M,0
302,0,38,M,0
691,0,59,F,1
1162,5,26,F,0
738,3,61,M,0
481,2,46,F,0
356,0,43,F,0
,12,60,F,0
,0,31,M,0
1126,6,54,F,0
832,4,58,M,0
1125,5,47,F,0
631,0,46,M,0
578,2,35,M,0
534,2,45,M,0
1758,10,62,M,0
925,4,65,F,1
1611,5,50,M,0
500,2,55,F,0
1167,4,29,M,0
3015,16,26,F,0
3654,16,51,F,0
1885,6,44,M,1
1477,1,41,M,0
345,1,50,F,0
2609,16,53,F,0
1368,6,59,M,0
671,2,56,F,0
841,0,46,F,1
451,1,45,M,0
578,4,63,F,0
1746,4,52,F,0
240,2,31,M,0
567,2,29,M,0
1776,2,32,M,1
1252,4,46,M,0
1192,6,73,F,0
1588,2,28,M,0
242,2,24,M,0
246,0,15,F,0
1844,4,32,M,0
1508,3,41,F,0
552,0,38,M,1
594,3,46,M,0
356,4,62,F,0
794,2,50,M,0
1805,5,53,F,0
1054,4,32,M,0
303,0,32,M,1
1687,4,33,M,0
2423,4,43,F,0
857,6,59,F,0
4421,12,35,M,0
110,0,43,M,0
3058,10,58,M,0
2767,4,58,F,1
884,2,12,M,0
710,2,20,F,0
428,1,57,F,0
622,3,34,M,0
881,2,37,M,0
1324,4,30,M,0
770,2,50,F,0
3339,6,61,F,0
1546,3,42,M,0
1634,4,51,M,0
740,2,25,M,0
596,2,32,F,0
1291,2,39,F,0
1461,2,22,M,0
1791,3,57,F,1
542,1,37,M,0
1061,2,43,M,0
2011,4,53,M,0
2386,4,16,F,0
828,4,41,M,0
1739,2,60,M,1
714,0,65,F,1
2138,4,30,F,1
571,1,14,M,0
492,2,55,M,0
414,0,21,M,0
713,1,63,M,0
1885,4,49,M,0
594,2,42,M,0
965,2,52,M,0
734,2,29,M,0
1768,2,49,F,0
1100,2,33,M,0
1130,2,26,M,0
676,2,57,M,0
1603,4,38,M,0
554,2,61,F,0
611,1,28,M,0
4677,14,55,F,0
3006,6,50,M,0
3757,18,43,M,0
1263,4,65,F,0
1462,3,31,M,0
1189,2,58,F,0
1637,4,34,M,0
2798,6,42,F,0
1215,3,57,F,0
4902,10,60,M,0
1312,3,34,F,0
1594,3,28,M,0
2494,4,41,M,0
1524,4,63,F,0
3431,10,54,M,0
1555,3,53,M,0
957,4,38,F,0
,2,33,M,0
,6,55,M,0
,2,39,M,0
,6,42,M,0
1706,4,47,M,0
4984,10,52,F,0
,3,49,M,0
,4,35,M,0
1695,3,35,M,0
,0,69,F,1
,1,45,M,0
,4,47,M,0
1468,3,45,M,0
1758,4,30,M,0
4232,6,60,M,1
1103,3,36,M,0
954,3,51,F,0
779,2,42,M,0
1726,3,35,F,0
1372,2,42,F,0
745,2,10,M,0
2756,4,53,F,1
3244,10,59,F,0
2531,6,34,F,0
2514,6,63,M,0
1913,2,58,M,0
1324,2,37,M,0
4897,6,54,M,1
1152,2,25,M,0
825,3,37,M,0
,3,60,M,0
2223,6,68,F,0
1239,3,30,M,0
,18,61,M,0
,4,14,M,0
4300,18,46,M,0
,6,37,M,0
,0,46,M,0
1491,3,65,F,1
1321,8,43,M,0
1185,6,57,M,0
952,6,78,M,1
472,4,29,M,0
666,3,38,M,0
672,3,49,M,0
791,3,41,M,0
560,3,24,F,0
1362,5,26,M,0
1277,6,37,M,0
1014,4,54,F,0
1163,4,55,M,0
1149,5,45,M,0
3171,18,40,M,0
797,3,38,M,0
777,0,39,M,0
670,2,42,M,0
362,0,48,M,0
988,5,38,M,0
1076,4,40,M,0
1252,3,35,M,0
1107,3,58,M,1
887,3,40,F,0
2800,12,54,M,0
810,3,65,M,0
1270,8,37,M,0
1173,4,24,M,0
880,2,42,M,1
2624,15,41,M,0
496,2,69,F,1
760,3,33,M,0
982,4,46,M,0
1054,4,43,M,0
970,5,53,F,0
1389,5,58,F,0
1574,6,55,M,0
1000,4,49,M,0
496,0,62,F,1
1324,8,53,M,0
826,4,60,F,0
613,3,22,M,0
1292,6,25,M,0
,6,41,M,0
640,4,40,M,0
2398,9,46,M,0
601,3,77,F,1
891,4,30,M,0
1277,5,52,F,0
1360,4,40,M,0
978,4,50,F,0
980,4,28,M,0
478,2,69,F,0
887,6,78,F,0
449,2,48,M,0
843,5,51,F,0
1108,3,47,F,1
491,2,35,M,0
781,4,36,M,0
916,3,49,M,0
610,2,45,F,0
1297,2,55,M,0
987,4,40,M,0
1568,4,47,M,0
909,0,57,F,0
901,4,61,F,0
1131,4,33,M,0
1190,1,60,F,1
3535,6,53,M,1
1828,8,26,M,0
1501,5,48,F,0
1170,3,45,M,0
906,4,43,M,0
588,3,62,M,0
652,0,36,M,0
1487,6,57,M,0
1435,4,21,M,0
1053,2,35,M,0
2350,8,40,M,0
1255,4,28,M,0
4190,8,45,M,1
533,4,42,F,0
729,2,62,F,1
963,2,46,M,0
729,4,62,M,0
3270,8,23,M,0
743,2,50,M,0
812,4,53,F,0
958,0,55,M,1
377,0,75,F,1
741,4,62,F,0
598,2,48,M,0
1560,6,53,F,0
1202,4,41,M,0
1066,2,31,M,0
1117,4,22,M,0
1826,6,45,M,0
1219,3,25,M,0
494,0,63,M,1
784,3,41,F,0
922,3,33,F,0
1137,2,49,F,0
487,1,40,F,0
348,0,59,F,1
280,1,25,M,0
720,4,44,F,0
1482,10,61,F,0
1915,7,37,F,0
885,4,25,F,0
1665,6,44,M,0
1270,6,51,M,0
862,4,61,M,0
539,0,66,M,1
945,6,64,F,0
1352,4,24,M,0
1133,4,42,M,0
943,4,55,F,0
1451,4,51,F,0
1054,6,77,F,0
1481,4,33,M,0
849,2,27,F,0
873,4,53,F,0
1437,4,37,M,0
1400,4,47,M,0
973,2,23,F,0
1597,4,54,M,0
2084,6,63,M,1
551,3,27,M,0
825,2,48,M,0
1528,4,53,F,0
794,2,47,M,0
657,2,42,M,0
626,3,53,F,0
710,2,55,F,0
711,2,26,M,0
1003,2,66,M,1
667,4,63,F,0
262,2,18,F,0
448,2,44,F,0
578,1,31,M,0
890,6,51,M,0
600,4,64,F,0
738,8,81,F,0
681,2,22,M,0
1032,4,28,M,0
512,2,48,M,0
903,4,31,M,0
606,2,31,M,0
587,3,61,M,0
655,3,45,M,0
468,2,53,M,0
974,4,39,F,0
475,2,54,F,0
1754,9,57,F,1
855,3,26,M,0
715,2,32,M,0
1910,2,55,F,1
415,1,45,F,0
311,0,69,F,1
641,3,33,M,0
334,2,64,M,0
869,4,50,F,0
710,3,27,M,0
485,2,55,F,0
721,2,44,M,0
1309,4,51,M,0
1279,6,54,F,0
640,4,69,F,0
1302,2,45,M,1
1220,2,23,M,0
680,2,27,M,0
683,2,46,M,0
471,2,53,M,0
940,4,22,M,0
1080,4,54,F,0
370,0,38,M,1
351,0,53,M,1
1282,6,59,F,0
1190,5,52,F,0
466,2,42,F,0
836,4,64,M,0
423,2,50,F,0
1756,11,53,F,0
751,2,51,F,0
1187,6,44,M,0
963,2,27,M,0
421,2,43,M,0
903,1,53,M,1
579,2,58,F,0
1517,4,35,M,0
1508,8,49,F,0
607,2,53,M,0
896,3,32,M,0
896,4,51,F,0
340,0,57,F,1
738,3,29,M,0
987,4,34,M,0
606,2,75,F,0
508,2,47,M,0
577,3,62,F,0
716,2,33,M,0
909,4,66,F,0
622,2,14,M,0
956,4,31,M,0
1301,6,47,M,0
738,2,29,M,0
906,4,33,M,0
1170,3,56,M,0
1177,3,29,M,0
652,0,64,M,1
618,4,52,M,0
1070,5,48,F,0
,3,42,F,0
1716,4,48,F,0
1250,2,46,F,0
1421,6,37,M,0
,5,51,F,0
307,0,32,M,0
1493,5,62,F,0
495,1,37,M,0
1071,6,57,F,0
608,4,65,M,0
810,2,58,M,0
1677,4,20,M,0
485,0,56,M,0
578,0,34,M,0
1112,2,17,M,0
1267,2,35,F,0
892,2,69,M,1
462,4,61,F,0
1096,2,38,M,0
,4,36,F,0
1412,5,37,M,0
1585,3,31,M,0
,2,34,M,0
1603,5,29,M,0
1153,4,42,M,0
1216,2,33,M,1
1000,5,53,F,0
1450,3,49,F,0
1679,4,61,F,0
1705,4,41,F,0
1658,2,55,M,0
1430,2,38,M,0
1848,4,32,M,0
2778,4,52,M,0
1211,7,44,F,0
1908,6,76,M,0
,4,38,F,0
271,0,62,F,0
476,1,59,M,0
1286,2,61,F,1
753,0,47,F,0
1924,5,30,M,0
1167,4,26,M,0
1829,6,58,F,0
1609,4,40,M,0
1620,8,62,F,0
1020,4,56,F,0
1938,4,34,M,0
1112,4,29,M,0
1457,2,25,M,0
,1,49,M,0
1083,2,50,F,0
1468,4,51,M,0
1298,4,27,M,0
273,0,38,F,0
579,2,43,F,0
1024,2,37,M,0
,2,48,M,1
1811,8,44,M,0
1134,3,35,F,0
540,2,48,M,0
829,1,33,M,0
2001,5,37,M,0
1424,4,52,M,0
711,2,47,M,0
604,1,51,M,0
1135,2,48,M,1
758,3,30,M,0
441,2,32,M,0
797,0,25,M,0
279,0,65,M,1
1029,2,31,M,0
557,2,15,F,0
701,2,64,F,1
287,1,46,M,0
125,0,17,F,0
723,6,52,M,0
272,0,56,M,0
1029,4,48,M,1
406,2,26,M,0
536,1,29,F,0
655,1,43,M,1
382,3,40,F,0
1841,10,50,M,0
903,6,49,F,0
1757,6,46,M,0
762,2,42,M,0
954,5,64,F,0
613,4,69,M,0
438,1,48,M,0
601,4,33,M,0
273,1,59,M,0
222,1,37,M,0
904,4,37,M,0
317,2,45,M,0
931,5,61,F,0
1586,10,42,F,0
121,0,9,M,0
884,4,64,F,0
868,7,57,F,0
824,4,41,M,0
459,3,41,M,0
311,0,21,M,1
1803,8,36,F,0
811,7,73,M,0
985,6,55,M,0
757,5,44,M,0
1138,9,43,F,0
490,3,55,M,0
418,3,68,M,0
811,4,83,M,1
288,1,70,M,0
1139,6,72,F,0
198,0,58,M,0
326,0,70,F,1
346,2,43,F,0
423,2,56,M,0
364,0,46,F,1
,3,54,M,0
465,2,52,M,0
516,4,50,F,0
538,2,47,M,0
458,2,49,M,0
559,4,70,F,0
482,4,50,M,0
523,3,39,F,0
471,4,47,F,0
584,1,37,M,0
695,2,37,M,0
783,3,27,M,0
822,5,53,M,0
627,4,56,M,0
581,0,49,M,1
667,2,40,M,0
605,2,47,M,0
481,4,50,F,0
588,4,63,F,0
438,0,45,F,0
653,2,29,F,0
421,2,52,F,0
,3,13,M,0
,1,46,F,0
,4,51,M,0
,4,61,F,0
,3,43,M,0
,4,40,F,0
,3,34,M,0
,2,53,M,0
,4,57,M,0
,2,43,M,0
,0,29,M,1
,0,56,M,0
,0,44,F,0
,4,55,M,0
,0,34,M,0
881,4,43,M,0
,0,51,F,1
668,2,33,M,0
4642,17,62,M,0
984,5,56,F,0
857,4,57,M,0
,2,52,F,0
804,4,58,M,0
478,1,57,M,0
256,0,50,F,0
322,0,66,F,1
524,0,54,M,1
434,0,47,F,1
,3,32,M,0
1317,8,51,F,0
939,4,49,F,0
963,5,45,M,0
932,6,55,M,0
577,2,40,M,0
483,1,32,M,0
1006,6,64,F,0
866,4,40,M,0
558,3,45,F,0
708,2,41,F,0
580,2,36,M,0
509,3,60,F,0
860,4,55,M,0
1301,4,44,M,0
554,3,40,M,0
394,0,54,M,1
695,2,28,M,0
495,1,26,M,0
822,4,37,F,0
1444,8,58,M,0
356,0,53,M,0
150,0,38,M,0
555,3,20,F,0
997,1,51,F,0
1200,2,41,M,0
955,0,58,M,1
1331,12,68,F,0
723,4,69,M,0
432,2,48,M,0
953,6,73,M,0
647,2,38,M,0
855,3,59,M,0
1846,10,75,M,0
798,2,25,M,0
363,0,44,F,0
528,2,41,M,0
671,2,40,M,0
746,3,33,F,0
335,0,57,M,1
701,4,63,M,0
1048,6,49,M,0
459,2,50,F,0
298,0,45,F,1
481,2,40,F,0
423,0,49,F,0
522,0,71,M,1
652,2,43,M,0
320,0,49,F,0
585,2,45,M,0
772,4,66,F,0
603,4,63,F,0
640,2,46,F,0
647,4,69,F,0
,1,41,M,0
581,3,55,F,0
900,4,61,M,0
285,0,63,F,0
380,1,42,M,0
,2,46,M,0
,7,55,M,0
,2,63,F,1
,3,48,F,0
,3,40,F,0
771,4,73,F,0
524,3,63,F,0
632,3,32,M,0
243,4,32,F,0
538,4,38,M,0
834,6,63,M,0
246,4,22,M,0
2241,19,64,F,0
998,4,25,M,0
950,4,4,M,0
524,2,35,M,0
1152,5,47,M,0
612,1,48,M,0
333,6,25,M,0
377,4,21,M,0
411,4,30,M,0
1291,12,54,M,0
385,0,67,M,1
429,4,47,M,0
478,5,54,F,0
844,4,47,F,0
696,4,39,M,0
1417,6,58,M,0
1086,2,35,M,0
1103,5,59,F,0
1428,4,46,M,0
782,2,58,M,0
1425,7,35,M,0
340,2,28,M,1
964,2,49,F,0
1441,4,49,M,0
1244,7,57,M,0
1041,8,79,F,0
1057,5,63,F,0
400,0,56,M,1
826,3,41,F,0
823,4,54,F,0
1244,4,18,M,0
1172,6,59,F,0
1509,4,43,M,0
1530,5,48,M,0
852,3,62,M,0
604,2,47,M,0
744,3,27,M,0
1643,5,53,M,0
1105,5,65,F,0
700,0,35,M,0
803,4,41,M,0
836,3,50,M,0
2674,3,20,M,0
580,0,49,M,0
1723,1,18,F,1
1922,2,36,M,0
795,3,52,M,0
2866,8,52,M,0
2015,3,35,F,0
830,4,38,M,0
334,0,47,M,0
2827,5,48,M,0
1723,4,57,M,0
2589,4,39,M,0
957,4,44,M,0
,8,60,F,0
1219,6,52,M,0
2334,2,62,F,1
735,1,38,F,0
1939,4,49,F,0
1765,3,52,F,0
1234,5,57,F,0
726,4,52,M,0
597,3,46,F,0
1559,5,49,M,1
823,4,16,F,0
1843,4,48,F,0
723,3,37,F,0
746,3,27,F,0
565,2,42,M,0
2863,13,50,F,0
845,3,33,M,0
852,4,40,F,0
1521,7,65,M,0
858,4,67,F,0
547,1,54,M,1
2032,4,29,M,0
2915,10,65,F,0
1060,4,58,F,0
821,4,63,F,0
2003,2,60,M,0
963,4,41,F,0
2078,11,65,F,0
1965,3,60,M,0
1014,1,52,M,1
1168,4,51,M,0
2130,6,30,M,0
1969,4,28,M,0
2226,2,29,F,0
2458,4,51,M,0
1924,3,36,F,0
1821,4,44,M,0
1785,2,32,M,0
2564,6,22,M,0
1912,4,53,M,0
1900,3,30,M,0
1896,4,33,M,0
1636,2,39,M,0
2044,6,63,F,0
1096,4,41,M,0
774,3,57,F,0
1879,4,65,F,0
2009,3,58,M,0
1079,4,40,M,0
720,2,57,F,1
790,2,45,M,0
1936,4,33,M,0
1099,5,61,M,0
1665,2,20,M,0
899,4,72,M,0
2861,5,37,M,0
2484,4,29,M,0
521,0,72,M,1
623,2,50,M,0
1374,4,53,F,0
2194,6,60,M,0
1679,8,69,F,0
2041,4,36,M,0
269,0,73,F,1
,4,58,F,0
736,4,71,F,0
,1,22,M,0
,6,38,M,0
1121,2,43,F,0
1023,4,41,M,0
1768,9,47,F,0
720,2,64,F,1
537,2,49,M,0
592,2,51,M,0
917,4,49,M,0
799,5,66,F,0
971,5,49,F,0
748,4,62,M,0
1663,2,47,M,0
645,2,62,M,0
522,2,71,F,0
1170,4,54,F,1
370,1,35,F,0
1757,6,66,F,0
1311,4,45,F,1
896,0,49,F,0
499,2,70,M,0
798,2,35,M,0
486,1,66,M,1
682,0,62,M,1
383,0,61,M,0
766,3,72,M,1
,0,43,M,0
1278,4,51,F,0
967,2,35,M,0
653,4,62,F,0
1527,2,48,F,1
,1,44,M,0
847,3,37,M,0
615,2,47,M,0
818,0,45,F,0
316,0,70,F,1
1090,5,44,F,0
525,4,61,M,0
1349,4,48,M,0
484,0,61,M,1
3025,6,52,M,1
1410,4,54,F,0
1134,6,50,F,0
586,2,46,M,0
1478,4,47,M,0
,2,33,M,0
1224,2,41,F,0
1419,4,45,M,0
1053,2,47,F,0
516,3,67,F,0
791,3,51,M,0
786,2,35,M,0
2161,11,55,F,0
888,4,36,M,0
,4,42,M,0
1716,8,56,F,1
1011,4,57,F,0
694,2,52,M,0
483,2,43,M,0
2025,4,55,M,0
1088,6,62,F,0
946,3,27,M,0
689,4,71,F,0
1126,4,52,F,0
1563,8,52,F,0
484,2,27,M,0
977,1,14,M,0
1370,4,36,M,0
1562,6,48,M,0
1324,4,49,M,0
1294,4,30,M,0
656,2,55,F,0
991,4,42,M,0
1170,4,53,F,0
1224,6,62,F,0
1412,5,54,M,0
1049,4,22,M,0
804,1,70,M,1
776,3,51,M,0
1199,4,42,M,0
1326,6,52,M,0
819,3,52,M,0
989,4,56,M,0
1114,4,55,F,0
590,4,71,F,0
1119,2,53,M,0
777,2,0,M,0
1262,3,37,M,0
558,2,39,M,0
1273,6,53,F,0
2286,8,61,M,1
664,0,61,F,1
1929,6,34,M,0
1016,4,53,M,0
1044,2,29,M,1
2388,10,30,F,0
1319,4,52,M,0
338,0,73,F,1
2110,8,45,F,0
784,4,70,M,0
926,2,27,M,0
1431,2,30,M,0
871,2,53,F,1
1910,7,45,F,0
664,2,64,F,0
676,3,48,M,0
1086,4,48,F,0
934,3,24,F,0
1275,6,48,M,0
806,3,55,M,0
1002,3,49,M,0
529,2,48,F,0
1245,4,50,M,0
378,0,63,M,1
887,4,60,F,0
931,2,55,M,0
498,2,5,M,0
614,2,45,M,0
357,0,46,F,0
1465,6,57,M,0
702,4,62,F,0
399,2,44,F,0
1156,8,56,F,0
822,4,41,M,0
934,2,63,M,1
1440,4,68,F,1
852,4,45,M,0
938,7,60,F,0
737,5,53,F,0
,2,32,M,0
2128,8,52,M,0
709,5,61,M,0
902,4,55,F,0
972,4,21,M,0
679,4,17,M,0
431,2,47,M,0
640,4,57,F,0
882,4,30,F,0
,7,64,F,0
781,2,49,F,0
617,3,63,F,0
536,1,61,F,1
728,4,24,M,0
1641,9,49,F,0
905,3,44,F,0
941,4,26,F,0
909,6,39,M,0
940,4,52,F,0
608,2,37,F,0
870,4,41,M,0
961,4,20,M,0
534,4,23,M,0
1272,3,49,F,0
448,2,48,F,0
1028,6,55,F,0
1025,2,53,M,0
288,1,56,M,0
495,3,40,M,0
533,4,73,F,0
1359,4,29,M,0
896,2,26,M,0
772,4,29,M,0
518,0,61,F,1
981,4,43,M,0
498,0,48,M,0
557,2,43,F,0
1115,5,41,M,0
1006,4,35,F,0
752,4,27,M,0
1034,2,26,F,0
621,1,22,M,0
780,2,57,M,1
1051,6,65,F,0
400,0,57,F,1
769,2,62,M,0
501,0,69,F,1
904,2,54,F,1
625,0,37,M,1
1008,4,62,M,0
1827,6,34,F,0
635,0,57,M,1
719,2,25,M,0
800,2,21,M,0
2130,6,44,F,1
1160,4,55,F,1
1680,6,73,F,0
1322,3,19,F,0
1078,4,30,M,0
1691,6,58,F,1
1156,4,35,M,0
998,4,66,F,1
854,2,22,M,0
272,0,40,M,0
1094,6,66,F,0
1046,3,32,M,0
1071,4,29,F,0
226,0,49,M,0
1498,4,50,M,0
1546,4,24,M,0
1094,4,39,M,0
2166,6,53,F,0
577,1,50,F,0
1366,4,44,M,0
1144,4,58,F,0
1198,4,62,F,0
1367,4,48,M,0
1518,3,35,F,0
1759,3,42,M,0
1323,3,56,M,0
345,0,24,F,0
1552,2,27,M,0
1779,3,32,M,0
688,0,18,F,1
2398,10,75,F,0
390,1,52,M,0
1453,2,31,M,0
1007,2,58,M,0
665,2,44,F,0
1037,3,27,F,0
1451,2,30,M,0
803,2,49,F,1
660,3,62,F,0
1280,2,48,M,1
777,2,58,M,0
1678,6,50,F,0
896,4,47,M,0
1531,6,56,F,0
930,2,42,M,0
1694,8,62,M,0
1153,6,58,M,0
652,2,50,M,0
2190,4,56,F,1
1966,3,34,M,0
954,3,54,F,0
790,3,60,M,0
1051,2,43,M,0
1144,4,62,F,0
1408,4,49,M,0
1260,4,58,F,0
1464,2,46,M,0
766,2,35,M,0
701,3,49,M,0
,2,26,M,0
1117,4,40,F,0
1866,2,50,M,0
681,2,59,F,0
883,0,48,F,0
1131,3,35,M,0
550,2,57,F,0
1075,4,49,M,0
1229,3,42,M,0
1017,2,30,M,0
1507,6,50,F,0
1754,10,50,F,0
,6,41,F,0
1366,6,53,F,0
1274,1,32,F,0
761,3,62,F,0
1676,2,45,M,0
1972,4,39,M,0
2772,6,33,M,0
860,4,32,F,0
1708,1,52,F,0
789,3,42,M,0
1292,1,44,M,0
305,0,38,F,0
1290,6,61,F,0
1750,4,57,M,0
1856,3,56,F,0
563,2,38,M,0
596,2,37,M,0
2785,14,49,M,0
650,2,32,M,0
295,0,59,F,0
741,4,48,F,0
1721,3,20,M,0
1597,6,37,M,0
1665,2,33,M,0
406,1,71,M,1
1018,4,61,F,0
884,3,57,F,0
1781,2,29,M,0
361,0,23,F,0
5037,16,57,M,1
1700,4,36,M,0
1506,6,59,M,0
1391,4,51,M,1
1041,5,50,M,0
1499,3,44,M,0
1445,4,47,F,0
1320,4,49,F,0
1369,6,48,M,0
485,1,63,M,0
52,0,63,M,0
1671,2,43,M,0
1725,6,53,M,0
317,0,61,M,1
,3,39,F,0
2003,3,48,M,0
1330,2,54,M,0
1539,2,30,M,0
900,3,27,M,0
1671,10,61,F,0
993,2,46,M,0
534,0,54,F,1
1786,6,47,M,0
1397,6,29,M,0
1597,2,25,M,0
,4,45,M,0
1976,4,49,M,0
720,3,58,F,0
1622,3,45,M,0
1815,2,43,M,0
999,0,42,M,0
1291,6,50,M,0
,0,35,M,0
1722,4,45,M,0
1422,2,65,F,0
857,2,58,M,0
819,2,55,M,0
605,2,43,F,0
518,0,33,M,0
2037,6,42,M,0
1403,2,33,M,0
1490,2,48,M,0
2096,2,26,M,0
,12,74,F,0
2020,2,32,F,0
78,0,38,F,0
,4,54,F,0
1853,4,31,M,0
5067,10,50,M,0
265,0,46,M,0
810,2,58,M,0
669,4,72,M,0
697,3,69,M,0
1530,6,50,M,0
504,1,31,F,0
1566,5,31,M,0
754,3,32,M,0
1868,5,43,F,0
1188,2,52,M,0
453,2,44,M,0
2445,10,49,F,0
911,4,67,F,0
919,2,33,M,0
1004,4,44,F,0
990,4,63,M,0
710,4,65,F,0
1133,4,56,M,0
628,3,69,M,0
270,0,33,M,0
502,0,73,M,1
1806,7,37,M,0
1155,4,46,F,0
500,2,53,M,0
1299,4,37,M,0
1050,5,67,F,0
1123,2,53,F,0
760,3,54,M,0
1150,4,55,M,0
679,4,59,F,0
1683,6,53,M,0
2263,6,44,M,0
990,4,55,F,0
654,3,66,M,0
391,0,30,F,0
832,4,57,F,0
987,4,48,M,0
1045,4,56,M,0
1294,4,29,M,0
,0,46,F,0
958,4,48,F,0
1059,5,61,F,0
1538,4,42,M,0
636,4,59,F,0
1123,3,53,F,0
1046,3,21,M,0
1224,2,61,F,1
336,0,49,M,0
1426,3,36,M,0
1221,2,48,M,1
1433,6,66,F,0
983,4,53,M,0
820,2,28,M,0
1235,5,57,F,0
1639,4,39,M,0
834,4,51,M,0
2397,3,57,M,1
442,2,55,M,0
1439,4,26,M,0
1389,6,53,M,0
534,2,21,M,0
1118,2,61,F,1
462,2,58,M,0
1069,3,30,M,0
1409,4,39,M,0
490,1,54,M,0
1284,8,60,F,0
1026,4,48,F,0
1413,4,54,M,0
1029,4,49,F,0
545,2,63,M,0
1218,4,23,M,0
1557,4,32,F,0
1830,9,66,M,0
1429,4,44,M,0
675,4,49,M,0
1562,4,28,F,0
503,2,74,F,0
1733,6,64,M,0
773,2,29,F,0
495,2,37,F,0
1574,3,35,M,0
387,0,29,M,0
332,0,37,M,0
2498,10,58,F,0
4401,11,22,F,0
336,1,41,M,0
1576,4,56,F,0
818,3,60,M,0
1060,6,66,F,0
1778,4,48,F,0
493,1,48,M,0
863,3,66,F,0
1976,4,55,F,1
3267,7,40,F,0
2540,4,57,M,0
1995,4,51,M,1
532,3,80,M,0
1798,4,27,M,0
931,4,65,M,0
1789,4,42,M,0
735,2,48,M,0
810,2,59,F,1
1188,4,51,M,0
1908,6,32,F,0
1794,5,48,M,0
1084,4,46,M,0
1318,4,55,M,0
511,2,33,M,0
781,2,34,M,0
767,4,60,F,0
1004,4,58,M,0
870,3,47,M,0
341,2,61,F,0
486,1,52,M,0
1663,4,48,M,0
614,2,54,M,0
1542,4,52,M,0
1010,4,63,F,0
916,4,44,F,0
277,0,50,M,0
976,3,65,F,1
1636,4,58,F,0
1086,2,47,M,0
566,1,20,M,0
2649,4,65,F,1
2610,4,77,F,1
1103,4,56,F,0
367,0,54,F,1
1312,4,64,M,0
1283,4,53,F,0
1531,6,41,F,0
1008,4,48,F,0
1759,5,51,M,0
1063,3,43,F,0
1483,4,45,F,0
833,2,50,M,0
1735,4,30,M,0
1240,3,46,M,0
1371,4,45,M,0
1098,3,27,M,0
940,0,46,M,1
1046,5,66,M,0
1081,4,60,M,0
276,0,39,F,0
1060,4,53,M,0
2224,6,15,M,0
423,2,47,M,0
561,2,50,F,0
1333,6,40,M,0
1086,4,52,M,0
571,0,53,M,1
1014,3,59,M,0
480,2,32,M,0
772,2,41,M,0
473,2,48,F,0
1532,6,33,M,0
600,4,65,F,0
3344,10,27,M,0
408,1,34,F,0
1714,4,28,M,0
1136,4,32,M,0
888,2,56,M,0
1528,4,45,M,0
1275,2,54,M,0
1077,5,64,F,0
1490,3,40,M,0
688,3,52,M,0
1383,4,42,M,0
,2,57,F,0
1292,4,28,F,0
930,4,32,M,0
434,2,59,F,0
1001,4,33,M,0
759,0,52,F,1
1092,2,64,F,1
505,1,31,F,0
615,2,51,M,0
1078,2,28,M,0
773,1,49,M,0
1114,5,37,M,0
808,4,64,M,0
870,4,55,F,0
817,3,23,M,0
1717,6,56,F,0
880,2,58,M,1
870,4,33,M,0
1231,5,57,M,0
2114,5,32,M,0
882,4,31,M,0
1230,3,28,M,0
186,1,29,M,0
2040,12,54,F,0
799,2,34,M,0
4280,19,62,F,1
1322,4,45,M,0
875,3,41,M,0
849,3,39,M,0
409,0,65,F,1
1567,2,47,F,0
1623,6,55,F,0
1714,6,49,F,0
519,0,56,M,1
1513,8,37,M,0
1409,6,31,M,0
1906,7,62,F,0
707,0,32,M,1
1047,5,59,M,0
1824,4,30,M,0
1212,4,51,F,0
2379,3,55,M,1
1428,7,32,M,0
816,4,57,M,0
1338,4,26,M,0
